"Time[s]	",Voltage[V],,
1.339,0.03,,
1.34,0.02,,
1.341,-0.01,,
1.342,-0.05,,
1.343,-0.07,,
1.344,-0.09,,
1.345,-0.1,,
1.346,-0.09,,
1.347,-0.07,,
1.348,-0.06,,
1.349,-0.05,,
1.35,-0.01,,
1.351,0.01,,
1.352,0.06,,
1.353,0.07,,
1.354,0.08,,
1.355,0.07,,
1.356,0.05,,
1.357,0.04,,
1.358,0.05,,
1.359,0.05,,
1.36,0.01,,
1.361,-0.01,,
1.362,-0.03,,
1.363,-0.06,,
1.364,-0.09,,
1.365,-0.11,,
1.366,-0.11,,
1.367,-0.1,,
1.368,-0.08,,
1.369,-0.03,,
1.37,0,,
1.371,0.05,,
1.372,0.03,,
1.373,0.04,,
1.374,0.06,,
1.375,0.06,,
1.376,0.06,,
1.377,0.04,,
1.378,0.04,,
1.379,0.06,,
1.38,0.04,,
1.381,0.02,,
1.382,0,,
1.383,-0.02,,
1.384,-0.06,,
1.385,-0.09,,
1.386,-0.09,,
1.387,-0.09,,
1.388,-0.09,,
1.389,-0.06,,
1.39,-0.04,,
1.391,0,,
1.392,0.03,,
1.393,0.05,,
1.394,0.06,,
1.395,0.06,,
1.396,0.07,,
1.397,0.03,,
1.398,0.04,,
1.399,0.06,,
1.4,0.05,,
1.401,0.04,,
1.402,0.02,,
1.403,-0.01,,
1.404,-0.05,,
1.405,-0.07,,
1.406,-0.11,,
1.407,-0.13,,
1.408,-0.1,,
1.409,-0.1,,
1.41,-0.06,,
1.411,-0.01,,
1.412,0,,
1.413,0.03,,
1.414,0.05,,
1.415,0.06,,
1.416,0.05,,
1.417,0.06,,
1.418,0.07,,
1.419,0.05,,
1.42,0.03,,
1.421,0.02,,
1.422,0.01,,
1.423,-0.02,,
1.424,-0.04,,
1.425,-0.06,,
1.426,-0.1,,
1.427,-0.12,,
1.428,-0.11,,
1.429,-0.1,,
1.43,-0.08,,
1.431,-0.05,,
1.432,0,,
1.433,0.01,,
1.434,0.03,,
1.435,0.05,,
1.436,0.09,,
1.437,0.07,,
1.438,0.07,,
1.439,0.06,,
1.44,0.05,,
1.441,0.05,,
1.442,0.03,,
1.443,0.03,,
1.444,0.02,,
1.445,-0.04,,
1.446,-0.05,,
1.447,-0.09,,
1.448,-0.09,,
1.449,-0.09,,
1.45,-0.08,,
1.451,-0.05,,
1.452,-0.02,,
1.453,0.01,,
1.454,0.06,,
1.455,0.08,,
1.456,0.06,,
1.457,0.06,,
1.458,0.05,,
1.459,0.05,,
1.46,0.05,,
1.461,0.03,,
1.462,0.03,,
1.463,0.01,,
1.464,-0.03,,
1.465,-0.05,,
1.466,-0.08,,
1.467,-0.1,,
1.468,-0.09,,
1.469,-0.1,,
1.47,-0.1,,
1.471,-0.05,,
1.472,-0.03,,
1.473,0,,
1.474,0.03,,
1.475,0.06,,
1.476,0.05,,
1.477,0.07,,
1.478,0.08,,
1.479,0.07,,
1.48,0.05,,
1.481,0.03,,
1.482,0.02,,
1.483,0,,
1.484,0,,
1.485,-0.02,,
1.486,-0.03,,
1.487,-0.07,,
1.488,-0.1,,
1.489,-0.11,,
1.49,-0.1,,
1.491,-0.08,,
1.492,-0.06,,
1.493,-0.02,,
1.494,0,,
1.495,0.03,,
1.496,0.05,,
1.497,0.07,,
1.498,0.06,,
1.499,0.06,,
1.5,0.07,,
1.501,0.05,,
1.502,0.03,,
1.503,0,,
1.504,0,,
1.505,-0.02,,
1.506,-0.05,,
1.507,-0.04,,
1.508,-0.09,,
1.509,-0.11,,
1.51,-0.08,,
1.511,-0.09,,
1.512,-0.06,,
1.513,0.01,,
1.514,0,,
1.515,0.04,,
1.516,0.05,,
1.517,0.04,,
1.518,0.07,,
1.519,0.06,,
1.52,0.04,,
1.521,0.03,,
1.522,0.03,,
1.523,0.03,,
1.524,0.01,,
1.525,0,,
1.526,-0.01,,
1.527,-0.04,,
1.528,-0.08,,
1.529,-0.1,,
1.53,-0.08,,
1.531,-0.11,,
1.532,-0.09,,
1.533,-0.05,,
1.534,-0.03,,
1.535,0.02,,
1.536,0.05,,
1.537,0.08,,
1.538,0.06,,
1.539,0.09,,
1.54,0.09,,
1.541,0.05,,
1.542,0.05,,
1.543,0.03,,
1.544,0.02,,
1.545,0,,
1.546,0,,
1.547,-0.03,,
1.548,-0.08,,
1.549,-0.11,,
1.55,-0.11,,
1.551,-0.1,,
1.552,-0.08,,
1.553,-0.04,,
1.554,-0.04,,
1.555,0.02,,
1.556,0.06,,
1.557,0.07,,
1.558,0.07,,
1.559,0.07,,
1.56,0.07,,
1.561,0.08,,
1.562,0.05,,
1.563,0.03,,
1.564,0.02,,
1.565,0.03,,
1.566,-0.01,,
1.567,-0.07,,
1.568,-0.11,,
1.569,-0.16,,
1.57,-0.16,,
1.571,-0.2,,
1.572,-0.18,,
1.573,-0.17,,
1.574,-0.12,,
1.575,-0.06,,
1.576,0.01,,
1.577,0.06,,
1.578,0.13,,
1.579,0.17,,
1.58,0.21,,
1.581,0.21,,
1.582,0.19,,
1.583,0.15,,
1.584,0.1,,
1.585,0.07,,
1.586,0.06,,
1.587,0,,
1.588,-0.01,,
1.589,-0.08,,
1.59,-0.08,,
1.591,-0.1,,
1.592,-0.12,,
1.593,-0.11,,
1.594,-0.11,,
1.595,-0.08,,
1.596,-0.07,,
1.597,-0.1,,
1.598,-0.12,,
1.599,-0.13,,
1.6,-0.15,,
1.601,-0.15,,
1.602,-0.12,,
1.603,-0.1,,
1.604,-0.05,,
1.605,-0.02,,
1.606,0.03,,
1.607,0.09,,
1.608,0.15,,
1.609,0.17,,
1.61,0.2,,
1.611,0.17,,
1.612,0.04,,
1.613,-0.01,,
1.614,-0.01,,
1.615,0.02,,
1.616,0.03,,
1.617,0.04,,
1.618,0.05,,
1.619,0.07,,
1.62,0.07,,
1.621,0.06,,
1.622,0.06,,
1.623,0.03,,
1.624,0.02,,
1.625,-0.01,,
1.626,0.01,,
1.627,0.01,,
1.628,-0.07,,
1.629,-0.18,,
1.63,-0.22,,
1.631,-0.3,,
1.632,-0.33,,
1.633,-0.34,,
1.634,-0.32,,
1.635,-0.23,,
1.636,-0.13,,
1.637,-0.11,,
1.638,-0.13,,
1.639,-0.09,,
1.64,-0.03,,
1.641,0.05,,
1.642,0.21,,
1.643,0.26,,
1.644,0.23,,
1.645,0.32,,
1.646,0.42,,
1.647,0.39,,
1.648,0.29,,
1.649,0.21,,
1.65,0.22,,
1.651,0.14,,
1.652,0.03,,
1.653,-0.13,,
1.654,-0.43,,
1.655,-0.66,,
1.656,-0.8,,
1.657,-0.79,,
1.658,-0.75,,
1.659,-0.45,,
1.66,-0.18,,
1.661,-0.09,,
1.662,-0.12,,
1.663,0.16,,
1.664,0.64,,
1.665,0.95,,
1.666,0.98,,
1.667,0.91,,
1.668,0.69,,
1.669,0.43,,
1.67,0.2,,
1.671,-0.1,,
1.672,-0.28,,
1.673,-0.36,,
1.674,-0.48,,
1.675,-0.54,,
1.676,-0.49,,
1.677,-0.19,,
1.678,0,,
1.679,-0.27,,
1.68,-0.38,,
1.681,-0.26,,
1.682,0.19,,
1.683,0.49,,
1.684,0.48,,
1.685,0.54,,
1.686,0.64,,
1.687,0.44,,
1.688,0.14,,
1.689,-0.03,,
1.69,-0.04,,
1.691,-0.14,,
1.692,-0.17,,
1.693,-0.33,,
1.694,-0.29,,
1.695,-0.22,,
1.696,-0.29,,
1.697,-0.22,,
1.698,0.02,,
1.699,0.16,,
1.7,-0.13,,
1.701,-0.27,,
1.702,-0.4,,
1.703,-0.56,,
1.704,-0.76,,
1.705,-0.96,,
1.706,-0.64,,
1.707,0.14,,
1.708,0.59,,
1.709,0.82,,
1.71,0.99,,
1.711,0.96,,
1.712,1.1,,
1.713,1.22,,
1.714,1.09,,
1.715,0.6,,
1.716,-0.16,,
1.717,-0.31,,
1.718,0.08,,
1.719,0.23,,
1.72,0.25,,
1.721,0,,
1.722,0.06,,
1.723,0.11,,
1.724,-0.18,,
1.725,-0.19,,
1.726,-0.15,,
1.727,0.22,,
1.728,0.39,,
1.729,0.28,,
1.73,0.43,,
1.731,0,,
1.732,-0.49,,
1.733,-0.68,,
1.734,-0.39,,
1.735,-0.14,,
1.736,-0.36,,
1.737,-0.43,,
1.738,-0.09,,
1.739,0.03,,
1.74,0.24,,
1.741,0.15,,
1.742,-0.59,,
1.743,-0.69,,
1.744,-0.65,,
1.745,-0.64,,
1.746,-0.16,,
1.747,0.08,,
1.748,0.04,,
1.749,0.56,,
1.75,0.74,,
1.751,0.94,,
1.752,0.94,,
1.753,0.85,,
1.754,0.3,,
1.755,-0.22,,
1.756,-0.23,,
1.757,-0.18,,
1.758,0.06,,
1.759,0.06,,
1.76,0.09,,
1.761,0.25,,
1.762,0.25,,
1.763,0.12,,
1.764,0.06,,
1.765,-0.01,,
1.766,-0.14,,
1.767,-0.19,,
1.768,0.05,,
1.769,0.07,,
1.77,0.05,,
1.771,-0.02,,
1.772,-0.01,,
1.773,0.12,,
1.774,0.15,,
1.775,-0.04,,
1.776,-0.1,,
1.777,-0.16,,
1.778,-0.15,,
1.779,-0.28,,
1.78,-0.36,,
1.781,-0.24,,
1.782,-0.13,,
1.783,-0.22,,
1.784,-0.1,,
1.785,-0.2,,
1.786,-0.24,,
1.787,-0.13,,
1.788,0.08,,
1.789,0.06,,
1.79,-0.1,,
1.791,0.15,,
1.792,0.03,,
1.793,-0.17,,
1.794,-0.52,,
1.795,-0.09,,
1.796,-0.11,,
1.797,-0.03,,
1.798,0.15,,
1.799,0.23,,
1.8,0.25,,
1.801,0.33,,
1.802,0.52,,
1.803,0.26,,
1.804,0.27,,
1.805,0.39,,
1.806,0.39,,
1.807,-0.08,,
1.808,-0.18,,
1.809,-0.31,,
1.81,-0.22,,
1.811,0.02,,
1.812,0.09,,
1.813,0.09,,
1.814,-0.1,,
1.815,-0.14,,
1.816,0.18,,
1.817,0.53,,
1.818,0.18,,
1.819,-0.1,,
1.82,-0.13,,
1.821,-0.26,,
1.822,-0.35,,
1.823,-0.29,,
1.824,-0.04,,
1.825,-0.1,,
1.826,0.11,,
1.827,0.26,,
1.828,0.1,,
1.829,0.08,,
1.83,-0.1,,
1.831,-0.43,,
1.832,-0.56,,
1.833,-0.08,,
1.834,0.15,,
1.835,0.18,,
1.836,0.07,,
1.837,0.02,,
1.838,-0.13,,
1.839,-0.23,,
1.84,-0.01,,
1.841,0.51,,
1.842,0.42,,
1.843,0.18,,
1.844,0.26,,
1.845,0.19,,
1.846,-0.13,,
1.847,-0.22,,
1.848,-0.2,,
1.849,-0.42,,
1.85,-0.69,,
1.851,-0.46,,
1.852,0.06,,
1.853,0.52,,
1.854,0.75,,
1.855,0.5,,
1.856,0.29,,
1.857,0.24,,
1.858,0.12,,
1.859,-0.28,,
1.86,-0.46,,
1.861,-0.22,,
1.862,0.09,,
1.863,0.21,,
1.864,0.27,,
1.865,0.09,,
1.866,-0.1,,
1.867,-0.23,,
1.868,-0.26,,
1.869,-0.14,,
1.87,-0.18,,
1.871,-0.08,,
1.872,0.09,,
1.873,0.15,,
1.874,0.07,,
1.875,0.05,,
1.876,0.21,,
1.877,0.14,,
1.878,0.17,,
1.879,0.1,,
1.88,0.15,,
1.881,0.05,,
1.882,-0.08,,
1.883,-0.12,,
1.884,-0.25,,
1.885,-0.09,,
1.886,0.06,,
1.887,0.16,,
1.888,0.23,,
1.889,-0.18,,
1.89,-0.52,,
1.891,-0.46,,
1.892,-0.16,,
1.893,-0.38,,
1.894,-0.37,,
1.895,0.08,,
1.896,0.12,,
1.897,0.23,,
1.898,0.26,,
1.899,0.08,,
1.9,-0.1,,
1.901,-0.15,,
1.902,0.09,,
1.903,0.15,,
1.904,0.18,,
1.905,0,,
1.906,0.07,,
1.907,0.15,,
1.908,0.21,,
1.909,0.07,,
1.91,0.05,,
1.911,0.11,,
1.912,0.12,,
1.913,0.21,,
1.914,0.08,,
1.915,-0.22,,
1.916,-0.28,,
1.917,-0.11,,
1.918,0.11,,
1.919,-0.14,,
1.92,-0.24,,
1.921,-0.15,,
1.922,0.11,,
1.923,0.27,,
1.924,0.4,,
1.925,0.04,,
1.926,-0.1,,
1.927,-0.08,,
1.928,-0.23,,
1.929,-0.34,,
1.93,-0.47,,
1.931,-0.52,,
1.932,-0.58,,
1.933,-0.25,,
1.934,-0.27,,
1.935,-0.37,,
1.936,-0.12,,
1.937,0.29,,
1.938,0.46,,
1.939,0.26,,
1.94,0.18,,
1.941,0.52,,
1.942,0.45,,
1.943,0.34,,
1.944,0.21,,
1.945,0.11,,
1.946,0.1,,
1.947,0.11,,
1.948,-0.2,,
1.949,0.06,,
1.95,0.14,,
1.951,0.12,,
1.952,0.36,,
1.953,0.32,,
1.954,0.14,,
1.955,-0.07,,
1.956,-0.13,,
1.957,-0.23,,
1.958,-0.19,,
1.959,-0.06,,
1.96,-0.1,,
1.961,0.04,,
1.962,-0.01,,
1.963,0.05,,
1.964,0.16,,
1.965,-0.02,,
1.966,-0.18,,
1.967,-0.1,,
1.968,-0.19,,
1.969,-0.31,,
1.97,-0.41,,
1.971,-0.07,,
1.972,-0.09,,
1.973,-0.28,,
1.974,-0.08,,
1.975,0.34,,
1.976,0.31,,
1.977,0.16,,
1.978,-0.02,,
1.979,-0.11,,
1.98,-0.19,,
1.981,0.05,,
1.982,0.3,,
1.983,0.16,,
1.984,-0.02,,
1.985,0.04,,
1.986,-0.1,,
1.987,-0.11,,
1.988,-0.34,,
1.989,-0.17,,
1.99,0.06,,
1.991,0.05,,
1.992,-0.31,,
1.993,-0.23,,
1.994,-0.29,,
1.995,-0.17,,
1.996,0.45,,
1.997,0.59,,
1.998,0.14,,
1.999,0.03,,
2,0.11,,
2.001,0.22,,
2.002,0.12,,
2.003,0.02,,
2.004,0.06,,
2.005,-0.03,,
2.006,-0.15,,
2.007,-0.03,,
2.008,0.06,,
2.009,0.02,,
2.01,-0.09,,
2.011,-0.23,,
2.012,-0.14,,
2.013,0.31,,
2.014,0.1,,
2.015,-0.11,,
2.016,-0.16,,
2.017,-0.29,,
2.018,-0.19,,
2.019,0.13,,
2.02,0.17,,
2.021,-0.28,,
2.022,-0.55,,
2.023,-0.28,,
2.024,0.23,,
2.025,0.19,,
2.026,-0.12,,
2.027,-0.01,,
2.028,0.4,,
2.029,0.51,,
2.03,0.51,,
2.031,0.09,,
2.032,-0.04,,
2.033,-0.06,,
2.034,-0.03,,
2.035,0.03,,
2.036,-0.2,,
2.037,-0.2,,
2.038,-0.3,,
2.039,-0.61,,
2.04,-0.38,,
2.041,0.26,,
2.042,0.28,,
2.043,0,,
2.044,-0.01,,
2.045,0.08,,
2.046,0.03,,
2.047,-0.2,,
2.048,0,,
2.049,0.47,,
2.05,0.44,,
2.051,0.26,,
2.052,-0.08,,
2.053,-0.06,,
2.054,0.2,,
2.055,0,,
2.056,-0.22,,
2.057,-0.03,,
2.058,0.17,,
2.059,0.11,,
2.06,-0.02,,
2.061,-0.43,,
2.062,-0.41,,
2.063,-0.47,,
2.064,-0.62,,
2.065,-0.54,,
2.066,-0.44,,
2.067,-0.27,,
2.068,0.18,,
2.069,0.47,,
2.07,0.83,,
2.071,0.64,,
2.072,0.54,,
2.073,0.31,,
2.074,0,,
2.075,-0.04,,
2.076,-0.1,,
2.077,-0.2,,
2.078,-0.11,,
2.079,-0.08,,
2.08,-0.23,,
2.081,-0.37,,
2.082,-0.07,,
2.083,0.17,,
2.084,0.1,,
2.085,-0.13,,
2.086,0.09,,
2.087,0.24,,
2.088,0.32,,
2.089,0.23,,
2.09,0.07,,
2.091,0.03,,
2.092,0.02,,
2.093,0,,
2.094,-0.05,,
2.095,-0.15,,
2.096,-0.21,,
2.097,-0.04,,
2.098,-0.05,,
2.099,-0.28,,
2.1,-0.05,,
2.101,0.07,,
2.102,0.09,,
2.103,-0.06,,
2.104,-0.1,,
2.105,-0.03,,
2.106,-0.13,,
2.107,-0.1,,
2.108,-0.24,,
2.109,-0.22,,
2.11,-0.19,,
2.111,-0.32,,
2.112,-0.3,,
2.113,-0.54,,
2.114,-0.32,,
2.115,-0.13,,
2.116,0.07,,
2.117,0.49,,
2.118,0.6,,
2.119,0.75,,
2.12,0.62,,
2.121,0.43,,
2.122,0.25,,
2.123,0.08,,
2.124,-0.07,,
2.125,-0.16,,
2.126,-0.16,,
2.127,-0.07,,
2.128,-0.04,,
2.129,-0.12,,
2.13,-0.06,,
2.131,0,,
2.132,0.18,,
2.133,0.07,,
2.134,0,,
2.135,-0.02,,
2.136,0.1,,
2.137,0.12,,
2.138,0.09,,
2.139,-0.04,,
2.14,-0.23,,
2.141,-0.26,,
2.142,-0.16,,
2.143,-0.07,,
2.144,-0.12,,
2.145,-0.31,,
2.146,-0.43,,
2.147,-0.36,,
2.148,0,,
2.149,0.11,,
2.15,0.19,,
2.151,0.25,,
2.152,0.31,,
2.153,0.27,,
2.154,0.19,,
2.155,0.14,,
2.156,0.21,,
2.157,0.16,,
2.158,-0.01,,
2.159,-0.15,,
2.16,-0.09,,
2.161,-0.03,,
2.162,-0.23,,
2.163,-0.28,,
2.164,-0.06,,
2.165,-0.06,,
2.166,-0.14,,
2.167,-0.23,,
2.168,-0.21,,
2.169,-0.2,,
2.17,-0.26,,
2.171,-0.26,,
2.172,0.05,,
2.173,0.33,,
2.174,0.48,,
2.175,0.48,,
2.176,0.49,,
2.177,0.09,,
2.178,0.1,,
2.179,0.16,,
2.18,0.1,,
2.181,-0.03,,
2.182,-0.22,,
2.183,-0.26,,
2.184,-0.11,,
2.185,-0.02,,
2.186,0.04,,
2.187,-0.09,,
2.188,-0.19,,
2.189,-0.16,,
2.19,-0.18,,
2.191,-0.08,,
2.192,-0.02,,
2.193,0.06,,
2.194,0.09,,
2.195,0.11,,
2.196,0.2,,
2.197,0.29,,
2.198,0.15,,
2.199,0.06,,
2.2,0.11,,
2.201,0.07,,
2.202,0.04,,
2.203,-0.08,,
2.204,-0.22,,
2.205,-0.25,,
2.206,-0.18,,
2.207,-0.04,,
2.208,0.04,,
2.209,0,,
2.21,0,,
2.211,0.02,,
2.212,0.05,,
2.213,0.1,,
2.214,0.06,,
2.215,0.06,,
2.216,0.02,,
2.217,0.05,,
2.218,0.03,,
2.219,0,,
2.22,-0.01,,
2.221,0.04,,
2.222,0.03,,
2.223,-0.05,,
2.224,-0.07,,
2.225,-0.1,,
2.226,-0.09,,
2.227,-0.08,,
2.228,-0.07,,
2.229,-0.07,,
2.23,-0.05,,
2.231,0.03,,
2.232,0.05,,
2.233,0.06,,
2.234,0.04,,
2.235,0,,
2.236,0,,
2.237,-0.01,,
2.238,-0.03,,
2.239,-0.01,,
2.24,0.02,,
2.241,0.02,,
2.242,0,,
2.243,-0.01,,
2.244,-0.02,,
2.245,-0.01,,
2.246,-0.06,,
2.247,-0.09,,
2.248,-0.11,,
2.249,-0.11,,
2.25,-0.12,,
2.251,-0.12,,
2.252,-0.12,,
2.253,-0.14,,
2.254,-0.18,,
2.255,0,,
2.256,0.12,,
2.257,0.19,,
2.258,0.18,,
2.259,0.12,,
2.26,0.05,,
2.261,-0.1,,
2.262,-0.12,,
2.263,0.18,,
2.264,0.26,,
2.265,0.16,,
2.266,0.02,,
2.267,0,,
2.268,-0.05,,
2.269,-0.08,,
2.27,-0.04,,
2.271,0,,
2.272,0,,
2.273,0.01,,
2.274,0.01,,
2.275,0,,
2.276,0.03,,
2.277,0.01,,
2.278,0,,
2.279,0.04,,
2.28,0.08,,
2.281,0.11,,
2.282,0.06,,
2.283,0,,
2.284,-0.11,,
2.285,-0.14,,
2.286,-0.12,,
2.287,-0.2,,
2.288,-0.18,,
2.289,-0.02,,
2.29,-0.06,,
2.291,-0.08,,
2.292,-0.07,,
2.293,0.06,,
2.294,0.19,,
2.295,0.18,,
2.296,0.11,,
2.297,0.08,,
2.298,0.01,,
2.299,-0.04,,
2.3,-0.07,,
2.301,-0.05,,
2.302,-0.08,,
2.303,-0.08,,
2.304,-0.04,,
2.305,-0.07,,
2.306,-0.08,,
2.307,-0.17,,
2.308,-0.25,,
2.309,-0.21,,
2.31,-0.01,,
2.311,0.1,,
2.312,0.08,,
2.313,0.09,,
2.314,0,,
2.315,0.04,,
2.316,0.18,,
2.317,0.17,,
2.318,0.13,,
2.319,0.14,,
2.32,0.11,,
2.321,0.02,,
2.322,-0.11,,
2.323,-0.22,,
2.324,-0.3,,
2.325,-0.25,,
2.326,0.08,,
2.327,0.12,,
2.328,-0.06,,
2.329,-0.16,,
2.33,-0.1,,
2.331,-0.01,,
2.332,0.07,,
2.333,0.07,,
2.334,0.03,,
2.335,-0.03,,
2.336,-0.2,,
2.337,-0.2,,
2.338,0.01,,
2.339,0.05,,
2.34,-0.01,,
2.341,0.02,,
2.342,0.06,,
2.343,0.2,,
2.344,0.03,,
2.345,-0.16,,
2.346,-0.25,,
2.347,-0.28,,
2.348,-0.25,,
2.349,-0.07,,
2.35,0.13,,
2.351,0.08,,
2.352,0.04,,
2.353,0.03,,
2.354,0,,
2.355,0.05,,
2.356,0.05,,
2.357,0,,
2.358,0,,
2.359,0,,
2.36,0.06,,
2.361,-0.09,,
2.362,-0.28,,
2.363,-0.45,,
2.364,-0.5,,
2.365,-0.45,,
2.366,-0.27,,
2.367,0.17,,
2.368,0.32,,
2.369,0.05,,
2.37,-0.11,,
2.371,-0.27,,
2.372,-0.27,,
2.373,-0.1,,
2.374,0.13,,
2.375,0.34,,
2.376,0.5,,
2.377,0.43,,
2.378,0.43,,
2.379,0.34,,
2.38,0.29,,
2.381,0.22,,
2.382,0.13,,
2.383,0.07,,
2.384,0.01,,
2.385,-0.01,,
2.386,-0.04,,
2.387,-0.1,,
2.388,-0.12,,
2.389,-0.15,,
2.39,-0.08,,
2.391,-0.01,,
2.392,-0.05,,
2.393,-0.13,,
2.394,-0.21,,
2.395,-0.29,,
2.396,-0.37,,
2.397,-0.32,,
2.398,-0.18,,
2.399,-0.3,,
2.4,-0.25,,
2.401,0.04,,
2.402,0.27,,
2.403,0.32,,
2.404,0.35,,
2.405,0.22,,
2.406,0.2,,
2.407,0.22,,
2.408,0.15,,
2.409,0,,
2.41,-0.14,,
2.411,-0.11,,
2.412,-0.02,,
2.413,0,,
2.414,0.01,,
2.415,0.04,,
2.416,0.07,,
2.417,0.1,,
2.418,0.13,,
2.419,0.17,,
2.42,0.14,,
2.421,0.11,,
2.422,0.05,,
2.423,-0.04,,
2.424,-0.15,,
2.425,-0.33,,
2.426,-0.36,,
2.427,-0.29,,
2.428,-0.14,,
2.429,-0.16,,
2.43,-0.19,,
2.431,-0.16,,
2.432,0,,
2.433,0.06,,
2.434,0.16,,
2.435,0.16,,
2.436,0.13,,
2.437,0.16,,
2.438,0.17,,
2.439,0.02,,
2.44,0.06,,
2.441,0.19,,
2.442,0.12,,
2.443,0,,
2.444,0.05,,
2.445,0.12,,
2.446,0.2,,
2.447,0.21,,
2.448,0.11,,
2.449,-0.01,,
2.45,-0.09,,
2.451,-0.12,,
2.452,-0.09,,
2.453,-0.01,,
2.454,0.05,,
2.455,0.07,,
2.456,0.05,,
2.457,0.05,,
2.458,0.09,,
2.459,0.08,,
2.46,0.12,,
2.461,0.14,,
2.462,0.12,,
2.463,0.08,,
2.464,0.07,,
2.465,0.04,,
2.466,0.04,,
2.467,0.04,,
2.468,0.05,,
2.469,0.01,,
2.47,-0.06,,
2.471,-0.11,,
2.472,-0.12,,
2.473,-0.11,,
2.474,-0.07,,
2.475,-0.03,,
2.476,0.01,,
2.477,0,,
2.478,0.05,,
2.479,0.07,,
2.48,0.1,,
2.481,0.12,,
2.482,0.09,,
2.483,0.06,,
2.484,0.04,,
2.485,0.07,,
2.486,0.02,,
2.487,0,,
2.488,-0.01,,
2.489,-0.02,,
2.49,-0.07,,
2.491,-0.06,,
2.492,-0.06,,
2.493,-0.08,,
2.494,-0.07,,
2.495,-0.09,,
2.496,-0.07,,
2.497,-0.04,,
2.498,0,,
2.499,0.06,,
2.5,0.08,,
2.501,0.05,,
2.502,0.05,,
2.503,0.05,,
2.504,0.05,,
2.505,0.04,,
2.506,0,,
2.507,0,,
2.508,-0.01,,
2.509,-0.01,,
2.51,-0.03,,
2.511,-0.07,,
2.512,-0.07,,
2.513,-0.07,,
2.514,-0.08,,
2.515,-0.08,,
2.516,-0.03,,
2.517,0.02,,
2.518,0.07,,
2.519,0.1,,
2.52,0.1,,
2.521,0.09,,
2.522,0.09,,
2.523,0.11,,
2.524,0.09,,
2.525,0.08,,
2.526,0.08,,
2.527,0.05,,
2.528,0.06,,
2.529,0,,
2.53,-0.02,,
2.531,-0.04,,
2.532,-0.09,,
2.533,-0.07,,
2.534,-0.07,,
2.535,-0.07,,
2.536,-0.05,,
2.537,-0.01,,
2.538,0.02,,
2.539,0.05,,
2.54,0.05,,
2.541,0.06,,
2.542,0.07,,
2.543,0.05,,
2.544,0.03,,
2.545,0.02,,
2.546,0.05,,
2.547,0.05,,
2.548,0.06,,
2.549,0.08,,
2.55,0.03,,
2.551,-0.02,,
2.552,-0.06,,
2.553,-0.08,,
2.554,-0.06,,
2.555,-0.06,,
2.556,0.01,,
2.557,-0.01,,
2.558,-0.01,,
2.559,0.01,,
2.56,0.06,,
2.561,0.11,,
2.562,0.11,,
2.563,0.09,,
2.564,0.06,,
2.565,0.01,,
2.566,0.01,,
2.567,0.02,,
2.568,0.08,,
2.569,0.08,,
2.57,0.04,,
2.571,-0.01,,
2.572,-0.07,,
2.573,-0.1,,
2.574,-0.1,,
2.575,-0.09,,
2.576,-0.08,,
2.577,-0.04,,
2.578,-0.02,,
2.579,0,,
2.58,0.02,,
2.581,0.04,,
2.582,0.05,,
2.583,0.06,,
2.584,0.06,,
2.585,0.05,,
2.586,0.04,,
2.587,0.04,,
2.588,0.03,,
2.589,0.03,,
2.59,0,,
2.591,0,,
2.592,-0.05,,
2.593,-0.07,,
2.594,-0.09,,
2.595,-0.1,,
2.596,-0.11,,
2.597,-0.07,,
2.598,-0.05,,
2.599,0,,
2.6,0.01,,
2.601,0.05,,
2.602,0.06,,
2.603,0.08,,
2.604,0.06,,
2.605,0.07,,
2.606,0.05,,
2.607,0.06,,
2.608,0.04,,
2.609,0.03,,
2.61,0.03,,
2.611,-0.02,,
2.612,-0.07,,
2.613,-0.05,,
2.614,-0.1,,
2.615,-0.1,,
2.616,-0.1,,
2.617,-0.1,,
2.618,-0.06,,
2.619,-0.02,,
2.62,0.03,,
2.621,0.07,,
2.622,0.1,,
2.623,0.11,,
2.624,0.13,,
2.625,0.13,,
2.626,0.1,,
2.627,0.05,,
2.628,0.03,,
2.629,0,,
2.63,0.01,,
2.631,-0.01,,
2.632,-0.01,,
2.633,-0.03,,
2.634,-0.04,,
2.635,-0.07,,
2.636,-0.08,,
2.637,-0.11,,
2.638,-0.09,,
2.639,-0.05,,
2.64,0,,
2.641,0.02,,
2.642,0.06,,
2.643,0.05,,
2.644,0.09,,
2.645,0.07,,
2.646,0.06,,
2.647,0.07,,
2.648,0.06,,
2.649,0.03,,
2.65,0.01,,
2.651,0,,
2.652,-0.01,,
2.653,-0.02,,
2.654,-0.08,,
2.655,-0.06,,
2.656,-0.09,,
2.657,-0.09,,
2.658,-0.08,,
2.659,-0.04,,
2.66,0,,
2.661,0.01,,
2.662,0.07,,
2.663,0.08,,
2.664,0.06,,
2.665,0.09,,
2.666,0.08,,
2.667,0.06,,
2.668,0.05,,
2.669,0.05,,
2.67,0.02,,
2.671,0.04,,
2.672,0,,
2.673,-0.04,,
2.674,-0.06,,
2.675,-0.08,,
2.676,-0.09,,
2.677,-0.09,,
2.678,-0.08,,
2.679,-0.08,,
2.68,-0.03,,
2.681,0.01,,
2.682,0.04,,
2.683,0.08,,
2.684,0.06,,
2.685,0.07,,
2.686,0.08,,
