"Time[s]	",Voltage[V],,
2.687,0.05,,
2.688,0.06,,
2.689,0.05,,
2.69,0.05,,
2.691,0.03,,
2.692,0.01,,
2.693,-0.02,,
2.694,-0.05,,
2.695,-0.1,,
2.696,-0.1,,
2.697,-0.09,,
2.698,-0.1,,
2.699,-0.06,,
2.7,-0.05,,
2.701,-0.04,,
2.702,-0.03,,
2.703,0,,
2.704,0.05,,
2.705,0.07,,
2.706,0.1,,
2.707,0.09,,
2.708,0.11,,
2.709,0.09,,
2.71,0.06,,
2.711,0.03,,
2.712,-0.01,,
2.713,0,,
2.714,-0.04,,
2.715,-0.06,,
2.716,-0.06,,
2.717,-0.1,,
2.718,-0.08,,
2.719,-0.1,,
2.72,-0.06,,
2.721,0.01,,
2.722,0.02,,
2.723,0.04,,
2.724,0.05,,
2.725,0.06,,
2.726,0.06,,
2.727,0.07,,
2.728,0.08,,
2.729,0.06,,
2.73,0.07,,
2.731,0.04,,
2.732,0.01,,
2.733,0,,
2.734,-0.02,,
2.735,-0.05,,
2.736,-0.06,,
2.737,-0.09,,
2.738,-0.09,,
2.739,-0.07,,
2.74,-0.08,,
2.741,-0.03,,
2.742,-0.01,,
2.743,0.03,,
2.744,0.05,,
2.745,0.07,,
2.746,0.05,,
2.747,0.07,,
2.748,0.06,,
2.749,0.07,,
2.75,0.06,,
2.751,0.04,,
2.752,0.03,,
2.753,0.02,,
2.754,0.01,,
2.755,-0.01,,
2.756,-0.04,,
2.757,-0.07,,
2.758,-0.1,,
2.759,-0.11,,
2.76,-0.11,,
2.761,-0.09,,
2.762,-0.05,,
2.763,-0.03,,
2.764,-0.02,,
2.765,0.01,,
2.766,0.01,,
2.767,0.03,,
2.768,0.03,,
2.769,0.06,,
2.77,0.06,,
2.771,0.08,,
2.772,0.09,,
2.773,0.09,,
2.774,0.05,,
2.775,0.04,,
2.776,0.02,,
2.777,0,,
2.778,-0.02,,
2.779,-0.06,,
2.78,-0.08,,
2.781,-0.09,,
2.782,-0.03,,
2.783,-0.02,,
2.784,0.02,,
2.785,0.04,,
2.786,0.08,,
2.787,0.08,,
2.788,0.07,,
2.789,0.06,,
2.79,0.06,,
2.791,0.05,,
2.792,0.04,,
2.793,0.02,,
2.794,0.02,,
2.795,-0.03,,
2.796,-0.02,,
2.797,-0.07,,
2.798,-0.1,,
2.799,-0.11,,
2.8,-0.1,,
2.801,-0.09,,
2.802,-0.06,,
2.803,-0.03,,
2.804,0.02,,
2.805,0.03,,
2.806,0.07,,
2.807,0.08,,
2.808,0.07,,
2.809,0.06,,
2.81,0.08,,
2.811,0.05,,
2.812,0.03,,
2.813,0.03,,
2.814,0.02,,
2.815,0,,
2.816,-0.03,,
2.817,-0.03,,
2.818,-0.07,,
2.819,-0.11,,
2.82,-0.11,,
2.821,-0.09,,
2.822,-0.06,,
2.823,-0.02,,
2.824,0,,
2.825,0.01,,
2.826,0.05,,
2.827,0.07,,
2.828,0.07,,
2.829,0.07,,
2.83,0.09,,
2.831,0.07,,
2.832,0.07,,
2.833,0.1,,
2.834,0.07,,
2.835,0.03,,
2.836,-0.04,,
2.837,-0.06,,
2.838,-0.07,,
2.839,-0.08,,
2.84,-0.1,,
2.841,-0.11,,
2.842,-0.1,,
2.843,-0.05,,
2.844,-0.01,,
2.845,-0.01,,
2.846,0.03,,
2.847,0.05,,
2.848,0.08,,
2.849,0.08,,
2.85,0.06,,
2.851,0.08,,
2.852,0.05,,
2.853,0.04,,
2.854,0.03,,
2.855,0.01,,
2.856,-0.01,,
2.857,-0.02,,
2.858,-0.04,,
2.859,-0.08,,
2.86,-0.12,,
2.861,-0.12,,
2.862,-0.12,,
2.863,-0.11,,
2.864,-0.09,,
2.865,-0.06,,
2.866,-0.01,,
2.867,0.01,,
2.868,0.04,,
2.869,0.02,,
2.87,0.04,,
2.871,0.02,,
2.872,0.03,,
2.873,0.05,,
2.874,0.09,,
2.875,0.11,,
2.876,0.11,,
2.877,0.11,,
2.878,0.07,,
2.879,0.06,,
2.88,0,,
2.881,-0.04,,
2.882,-0.04,,
2.883,-0.05,,
2.884,-0.01,,
2.885,0,,
2.886,0.03,,
2.887,0.05,,
2.888,0.04,,
2.889,0.02,,
2.89,0.02,,
2.891,-0.02,,
2.892,-0.08,,
2.893,-0.12,,
2.894,-0.16,,
2.895,-0.19,,
2.896,-0.21,,
2.897,-0.23,,
2.898,-0.23,,
2.899,-0.2,,
2.9,-0.14,,
2.901,-0.05,,
2.902,0.01,,
2.903,0.11,,
2.904,0.12,,
2.905,0.21,,
2.906,0.35,,
2.907,0.31,,
2.908,0.2,,
2.909,0.13,,
2.91,0.11,,
2.911,0.07,,
2.912,0.06,,
2.913,0.11,,
2.914,0.16,,
2.915,0.15,,
2.916,0.12,,
2.917,0.09,,
2.918,0.07,,
2.919,0.05,,
2.92,0,,
2.921,-0.03,,
2.922,-0.08,,
2.923,-0.1,,
2.924,-0.14,,
2.925,-0.16,,
2.926,-0.18,,
2.927,-0.15,,
2.928,-0.14,,
2.929,-0.08,,
2.93,-0.11,,
2.931,-0.21,,
2.932,-0.24,,
2.933,-0.24,,
2.934,-0.22,,
2.935,-0.17,,
2.936,0,,
2.937,0.09,,
2.938,0.04,,
2.939,-0.06,,
2.94,-0.17,,
2.941,-0.2,,
2.942,0.08,,
2.943,0.15,,
2.944,0.08,,
2.945,0.06,,
2.946,-0.03,,
2.947,-0.11,,
2.948,-0.2,,
2.949,-0.21,,
2.95,-0.07,,
2.951,-0.06,,
2.952,0.06,,
2.953,0.11,,
2.954,-0.06,,
2.955,-0.2,,
2.956,-0.26,,
2.957,0.02,,
2.958,0.27,,
2.959,0.22,,
2.96,0.27,,
2.961,0.11,,
2.962,-0.26,,
2.963,-0.34,,
2.964,-0.13,,
2.965,0.4,,
2.966,0.56,,
2.967,0.34,,
2.968,0.15,,
2.969,0,,
2.97,-0.03,,
2.971,0.01,,
2.972,-0.04,,
2.973,-0.04,,
2.974,-0.08,,
2.975,-0.07,,
2.976,-0.01,,
2.977,-0.16,,
2.978,-0.3,,
2.979,-0.2,,
2.98,-0.15,,
2.981,0.11,,
2.982,0.27,,
2.983,0.17,,
2.984,-0.16,,
2.985,-0.47,,
2.986,-0.34,,
2.987,-0.38,,
2.988,-0.27,,
2.989,0.05,,
2.99,0.12,,
2.991,0.24,,
2.992,0.84,,
2.993,1.13,,
2.994,0.83,,
2.995,0.39,,
2.996,0.17,,
2.997,0.11,,
2.998,0.09,,
2.999,-0.17,,
3,-0.38,,
3.001,-0.09,,
3.002,-0.13,,
3.003,0.07,,
3.004,0.23,,
3.005,-0.13,,
3.006,-0.2,,
3.007,-0.25,,
3.008,-0.34,,
3.009,-0.42,,
3.01,-0.49,,
3.011,-0.57,,
3.012,-0.34,,
3.013,-0.34,,
3.014,0.02,,
3.015,0.28,,
3.016,0.54,,
3.017,1.51,,
3.018,1.45,,
3.019,0.71,,
3.02,0.16,,
3.021,0.28,,
3.022,0.39,,
3.023,0.21,,
3.024,0,,
3.025,-0.19,,
3.026,-0.37,,
3.027,-0.61,,
3.028,-0.36,,
3.029,-0.06,,
3.03,0,,
3.031,-0.02,,
3.032,0.28,,
3.033,0.48,,
3.034,0.51,,
3.035,0.7,,
3.036,0.66,,
3.037,0.66,,
3.038,0.12,,
3.039,-0.38,,
3.04,-0.28,,
3.041,-0.35,,
3.042,-0.24,,
3.043,-0.22,,
3.044,-0.27,,
3.045,-0.17,,
3.046,-0.18,,
3.047,-0.05,,
3.048,-0.27,,
3.049,-0.68,,
3.05,-0.72,,
3.051,-0.66,,
3.052,-0.56,,
3.053,-0.39,,
3.054,-0.23,,
3.055,-0.07,,
3.056,0.25,,
3.057,0.63,,
3.058,0.9,,
3.059,0.48,,
3.06,0.46,,
3.061,0.63,,
3.062,0.59,,
3.063,0.05,,
3.064,-0.22,,
3.065,-0.29,,
3.066,-0.1,,
3.067,-0.46,,
3.068,-0.69,,
3.069,-0.37,,
3.07,0.35,,
3.071,0.6,,
3.072,0.57,,
3.073,0.37,,
3.074,0.24,,
3.075,0.1,,
3.076,-0.23,,
3.077,-0.38,,
3.078,-0.1,,
3.079,-0.16,,
3.08,-0.15,,
3.081,-0.03,,
3.082,0.03,,
3.083,0.25,,
3.084,-0.1,,
3.085,-0.59,,
3.086,-0.76,,
3.087,-0.61,,
3.088,-0.45,,
3.089,0.02,,
3.09,0.43,,
3.091,0.44,,
3.092,0.4,,
3.093,0.64,,
3.094,0.5,,
3.095,0.13,,
3.096,-0.31,,
3.097,-0.08,,
3.098,0.13,,
3.099,0.1,,
3.1,0,,
3.101,-0.14,,
3.102,-0.28,,
3.103,0.03,,
3.104,0.27,,
3.105,0.25,,
3.106,0.29,,
3.107,0.12,,
3.108,0.12,,
3.109,-0.01,,
3.11,-0.27,,
3.111,-0.26,,
3.112,0.14,,
3.113,0.43,,
3.114,0.21,,
3.115,-0.08,,
3.116,0.08,,
3.117,0.07,,
3.118,-0.07,,
3.119,-0.27,,
3.12,-0.43,,
3.121,-0.28,,
3.122,-0.05,,
3.123,0.21,,
3.124,0.14,,
3.125,0,,
3.126,-0.12,,
3.127,0.09,,
3.128,0.24,,
3.129,-0.08,,
3.13,0,,
3.131,0.11,,
3.132,0.01,,
3.133,-0.04,,
3.134,-0.13,,
3.135,-0.1,,
3.136,-0.09,,
3.137,0.45,,
3.138,0.51,,
3.139,0.32,,
3.14,-0.33,,
3.141,-0.47,,
3.142,-0.38,,
3.143,-0.25,,
3.144,-0.17,,
3.145,0.15,,
3.146,0.05,,
3.147,-0.17,,
3.148,-0.34,,
3.149,-0.27,,
3.15,-0.4,,
3.151,-0.72,,
3.152,-0.76,,
3.153,-0.22,,
3.154,0.24,,
3.155,0.92,,
3.156,1.12,,
3.157,0.87,,
3.158,0.59,,
3.159,0.08,,
3.16,-0.38,,
3.161,-0.73,,
3.162,-0.43,,
3.163,0.16,,
3.164,0.41,,
3.165,0.42,,
3.166,0.44,,
3.167,0.29,,
3.168,0.08,,
3.169,-0.03,,
3.17,-0.2,,
3.171,-0.22,,
3.172,-0.03,,
3.173,0.1,,
3.174,0.22,,
3.175,0.27,,
3.176,-0.02,,
3.177,-0.21,,
3.178,-0.22,,
3.179,-0.19,,
3.18,0,,
3.181,-0.07,,
3.182,-0.23,,
3.183,-0.02,,
3.184,0.21,,
3.185,0,,
3.186,-0.31,,
3.187,-0.34,,
3.188,0.2,,
3.189,0.11,,
3.19,0,,
3.191,-0.03,,
3.192,-0.25,,
3.193,-0.24,,
3.194,-0.07,,
3.195,0.04,,
3.196,-0.37,,
3.197,-0.76,,
3.198,-0.55,,
3.199,0.04,,
3.2,-0.01,,
3.201,0.03,,
3.202,0,,
3.203,0.02,,
3.204,0.39,,
3.205,0.76,,
3.206,0.34,,
3.207,0.46,,
3.208,0.32,,
3.209,0.03,,
3.21,0.16,,
3.211,0.28,,
3.212,0.21,,
3.213,0.17,,
3.214,0.13,,
3.215,-0.05,,
3.216,-0.21,,
3.217,-0.21,,
3.218,0.04,,
3.219,0.06,,
3.22,-0.1,,
3.221,-0.01,,
3.222,0.11,,
3.223,0.09,,
3.224,0.05,,
3.225,0.06,,
3.226,-0.06,,
3.227,-0.33,,
3.228,-0.93,,
3.229,-0.8,,
3.23,-0.4,,
3.231,-0.23,,
3.232,-0.05,,
3.233,0.11,,
3.234,0.46,,
3.235,0.37,,
3.236,0.43,,
3.237,0.41,,
3.238,0.54,,
3.239,0.54,,
3.24,0.39,,
3.241,0.16,,
3.242,-0.04,,
3.243,0.09,,
3.244,0.32,,
3.245,-0.04,,
3.246,-0.39,,
3.247,-0.6,,
3.248,-0.66,,
3.249,-0.73,,
3.25,-0.44,,
3.251,0.23,,
3.252,0.44,,
3.253,0.25,,
3.254,0.18,,
3.255,0.03,,
3.256,-0.44,,
3.257,-0.57,,
3.258,-0.33,,
3.259,0,,
3.26,-0.12,,
3.261,-0.1,,
3.262,0.28,,
3.263,0.44,,
3.264,0.87,,
3.265,0.92,,
3.266,0.66,,
3.267,0.25,,
3.268,-0.2,,
3.269,-0.32,,
3.27,0.09,,
3.271,0.07,,
3.272,-0.06,,
3.273,-0.03,,
3.274,-0.12,,
3.275,-0.3,,
3.276,-0.2,,
3.277,-0.05,,
3.278,-0.28,,
3.279,-0.29,,
3.28,0.21,,
3.281,0.36,,
3.282,-0.23,,
3.283,-0.51,,
3.284,0.09,,
3.285,0.56,,
3.286,0.27,,
3.287,-0.1,,
3.288,-0.33,,
3.289,-0.4,,
3.29,-0.49,,
3.291,-1.1,,
3.292,-1.2,,
3.293,-0.88,,
3.294,-0.51,,
3.295,0.57,,
3.296,0.71,,
3.297,0.67,,
3.298,0.89,,
3.299,1.19,,
3.3,0.96,,
3.301,0.49,,
3.302,0.48,,
3.303,0.08,,
3.304,-0.29,,
3.305,-0.4,,
3.306,-0.35,,
3.307,-0.17,,
3.308,-0.05,,
3.309,0.35,,
3.31,0.44,,
3.311,-0.03,,
3.312,-0.27,,
3.313,-0.16,,
3.314,-0.09,,
3.315,0.13,,
3.316,0.13,,
3.317,0.13,,
3.318,0.12,,
3.319,0.14,,
3.32,-0.16,,
3.321,-0.25,,
3.322,0,,
3.323,0.44,,
3.324,0.1,,
3.325,0,,
3.326,-0.05,,
3.327,-0.06,,
3.328,-0.04,,
3.329,-0.1,,
3.33,-0.11,,
3.331,-0.12,,
3.332,-0.1,,
3.333,-0.14,,
3.334,-0.91,,
3.335,-1.51,,
3.336,-1.17,,
3.337,-0.58,,
3.338,-0.86,,
3.339,-0.2,,
3.34,0.7,,
3.341,1.28,,
3.342,1.39,,
3.343,1.41,,
3.344,0.85,,
3.345,0.37,,
3.346,0.19,,
3.347,0.16,,
3.348,0.1,,
3.349,-0.03,,
3.35,-0.29,,
3.351,-0.39,,
3.352,-0.59,,
3.353,-0.31,,
3.354,-0.26,,
3.355,-0.13,,
3.356,0.04,,
3.357,0.39,,
3.358,0.44,,
3.359,0.17,,
3.36,0.14,,
3.361,0.22,,
3.362,0.08,,
3.363,-0.05,,
3.364,-0.08,,
3.365,-0.13,,
3.366,-0.2,,
3.367,-0.18,,
3.368,0.05,,
3.369,-0.01,,
3.37,0,,
3.371,0,,
3.372,-0.07,,
3.373,-0.22,,
3.374,-0.53,,
3.375,-0.55,,
3.376,-0.55,,
3.377,-0.97,,
3.378,-0.75,,
3.379,0.09,,
3.38,0.38,,
3.381,0.68,,
3.382,1.11,,
3.383,1.28,,
3.384,0.61,,
3.385,0.17,,
3.386,0.04,,
3.387,0.11,,
3.388,-0.01,,
3.389,-0.03,,
3.39,-0.14,,
3.391,-0.43,,
3.392,-0.84,,
3.393,-1.02,,
3.394,-0.72,,
3.395,-0.56,,
3.396,-0.47,,
3.397,0.37,,
3.398,0.9,,
3.399,1,,
3.4,0.84,,
3.401,0.56,,
3.402,0.3,,
3.403,0.07,,
3.404,-0.38,,
3.405,-0.48,,
3.406,0.29,,
3.407,0.14,,
3.408,-0.3,,
3.409,-0.25,,
3.41,-0.38,,
3.411,-0.19,,
3.412,0.35,,
3.413,0.27,,
3.414,0.09,,
3.415,0.1,,
3.416,0.1,,
3.417,0.16,,
3.418,0.13,,
3.419,0.08,,
3.42,-0.11,,
3.421,-0.09,,
3.422,-0.88,,
3.423,-1.65,,
3.424,-1.49,,
3.425,0.09,,
3.426,-0.38,,
3.427,-0.45,,
3.428,0.97,,
3.429,1.05,,
3.43,1.15,,
3.431,1.55,,
3.432,0.91,,
3.433,0.41,,
3.434,0.15,,
3.435,0.03,,
3.436,0.02,,
3.437,-0.04,,
3.438,-0.05,,
3.439,-0.06,,
3.44,-0.15,,
3.441,-0.11,,
3.442,-0.01,,
3.443,0.03,,
3.444,-0.08,,
3.445,-0.11,,
3.446,-0.12,,
3.447,0.07,,
3.448,0.16,,
3.449,0.13,,
3.45,0.05,,
3.451,-0.02,,
3.452,-0.08,,
3.453,-0.13,,
3.454,-0.14,,
3.455,-0.13,,
3.456,-0.12,,
3.457,-0.08,,
3.458,-0.07,,
3.459,-0.04,,
3.46,0.01,,
3.461,0.04,,
3.462,0.02,,
3.463,0.02,,
3.464,0.06,,
3.465,0.08,,
3.466,0.08,,
3.467,0.06,,
3.468,0.06,,
3.469,0.08,,
3.47,-0.01,,
3.471,-0.15,,
3.472,-0.12,,
3.473,-0.23,,
3.474,-0.48,,
3.475,-0.5,,
3.476,0.14,,
3.477,0.18,,
3.478,-0.11,,
3.479,0.06,,
3.48,0.2,,
3.481,0.17,,
3.482,0.21,,
3.483,0.07,,
3.484,0,,
3.485,-0.12,,
3.486,-0.05,,
3.487,-0.08,,
3.488,-0.02,,
3.489,0,,
3.49,0.51,,
3.491,0.34,,
3.492,0.1,,
3.493,-0.04,,
3.494,-0.53,,
3.495,-0.97,,
3.496,-0.96,,
3.497,-0.1,,
3.498,0.46,,
3.499,-0.51,,
3.5,-0.15,,
3.501,0.5,,
3.502,0.84,,
3.503,0.85,,
3.504,0.69,,
3.505,0.54,,
3.506,0.28,,
3.507,0.16,,
3.508,0.07,,
3.509,-0.14,,
3.51,-0.48,,
3.511,-0.68,,
3.512,-0.5,,
3.513,-0.29,,
3.514,-0.14,,
3.515,0.35,,
3.516,0.44,,
3.517,0.29,,
3.518,0.31,,
3.519,0.33,,
3.52,0.15,,
3.521,-0.01,,
3.522,0.05,,
3.523,0.07,,
3.524,0.05,,
3.525,0.08,,
3.526,0.03,,
3.527,0.01,,
3.528,-0.04,,
3.529,-0.09,,
3.53,-0.08,,
3.531,-0.01,,
3.532,0.02,,
3.533,-0.02,,
3.534,-0.06,,
3.535,0,,
3.536,-0.06,,
3.537,-0.1,,
3.538,-0.1,,
3.539,-0.09,,
3.54,-0.06,,
3.541,-0.02,,
3.542,0,,
3.543,0.05,,
3.544,0.06,,
3.545,0.07,,
3.546,0.08,,
3.547,0.06,,
3.548,0.08,,
3.549,0.06,,
3.55,0.06,,
3.551,0.04,,
3.552,0.01,,
3.553,-0.02,,
3.554,-0.04,,
3.555,-0.08,,
3.556,-0.1,,
3.557,-0.1,,
3.558,-0.08,,
3.559,-0.08,,
3.56,-0.03,,
3.561,0,,
3.562,0.03,,
3.563,0.05,,
3.564,0.07,,
3.565,0.06,,
3.566,0.08,,
3.567,0.1,,
3.568,0.08,,
3.569,0.04,,
3.57,0.05,,
3.571,0.04,,
3.572,-0.01,,
3.573,-0.05,,
3.574,-0.14,,
3.575,-0.1,,
3.576,-0.2,,
3.577,-0.17,,
3.578,-0.09,,
3.579,-0.17,,
3.58,-0.08,,
3.581,0.07,,
3.582,0.13,,
3.583,0.15,,
3.584,0.13,,
3.585,0.18,,
3.586,0.15,,
3.587,0.12,,
3.588,0.1,,
3.589,0.07,,
3.59,0.04,,
3.591,0.04,,
3.592,0.06,,
3.593,0.06,,
3.594,0.03,,
3.595,0.02,,
3.596,-0.05,,
3.597,-0.11,,
3.598,-0.22,,
3.599,-0.32,,
3.6,-0.35,,
3.601,-0.24,,
3.602,-0.24,,
3.603,-0.34,,
3.604,-0.15,,
3.605,0.14,,
3.606,0.33,,
3.607,0.64,,
3.608,0.58,,
3.609,0.3,,
3.61,0.12,,
3.611,0.07,,
3.612,0.07,,
3.613,0.08,,
3.614,0.01,,
3.615,0,,
3.616,-0.04,,
3.617,-0.08,,
3.618,-0.12,,
3.619,-0.11,,
3.62,-0.11,,
3.621,-0.08,,
3.622,-0.06,,
3.623,-0.05,,
3.624,0.01,,
3.625,0.03,,
3.626,0.02,,
3.627,0.01,,
3.628,0.03,,
3.629,0.02,,
3.63,0.03,,
3.631,0.08,,
3.632,0.07,,
3.633,0.05,,
3.634,0.02,,
3.635,-0.02,,
3.636,-0.04,,
3.637,-0.09,,
3.638,-0.12,,
3.639,-0.11,,
3.64,-0.1,,
3.641,-0.09,,
3.642,-0.05,,
3.643,-0.02,,
3.644,0,,
3.645,0.05,,
3.646,0.05,,
3.647,0.08,,
3.648,0.08,,
3.649,0.07,,
3.65,0.06,,
3.651,0.06,,
3.652,0.06,,
3.653,0.03,,
3.654,0.03,,
3.655,-0.03,,
3.656,-0.05,,
3.657,-0.08,,
3.658,-0.09,,
3.659,-0.09,,
3.66,-0.09,,
3.661,-0.06,,
3.662,-0.06,,
3.663,-0.01,,
3.664,0,,
3.665,0.04,,
3.666,0.03,,
3.667,0.06,,
3.668,0.08,,
3.669,0.07,,
3.67,0.04,,
3.671,0.07,,
3.672,0.05,,
3.673,0,,
3.674,-0.08,,
3.675,-0.17,,
3.676,-0.23,,
3.677,-0.19,,
3.678,-0.08,,
3.679,-0.02,,
3.68,0.02,,
3.681,0,,
3.682,-0.01,,
3.683,0,,
3.684,-0.06,,
3.685,-0.04,,
3.686,-0.06,,
3.687,0,,
3.688,0.09,,
3.689,0.21,,
3.69,0.3,,
3.691,0.17,,
3.692,0.02,,
3.693,0.02,,
3.694,0.03,,
3.695,0.02,,
3.696,-0.03,,
3.697,-0.05,,
3.698,-0.08,,
3.699,-0.13,,
3.7,-0.15,,
3.701,-0.12,,
3.702,-0.11,,
3.703,-0.09,,
3.704,-0.05,,
3.705,-0.03,,
3.706,0.02,,
3.707,0.04,,
3.708,0.04,,
3.709,0.04,,
3.71,0.01,,
3.711,0.03,,
3.712,0.03,,
3.713,0,,
3.714,0,,
3.715,-0.02,,
3.716,-0.07,,
3.717,-0.14,,
3.718,-0.2,,
3.719,-0.23,,
3.72,-0.28,,
3.721,-0.29,,
3.722,-0.24,,
3.723,-0.18,,
3.724,-0.08,,
3.725,-0.09,,
3.726,-0.09,,
3.727,-0.02,,
3.728,0,,
3.729,0.03,,
3.73,0.01,,
3.731,0.01,,
3.732,0.06,,
3.733,0.28,,
3.734,0.38,,
3.735,0.23,,
3.736,0.03,,
3.737,-0.05,,
3.738,-0.15,,
3.739,-0.3,,
3.74,-0.21,,
3.741,-0.17,,
3.742,-0.18,,
3.743,-0.11,,
3.744,-0.05,,
3.745,-0.03,,
3.746,-0.09,,
3.747,-0.03,,
3.748,0.07,,
3.749,0.11,,
3.75,0.1,,
3.751,0.29,,
3.752,0.33,,
3.753,0.13,,
3.754,0,,
3.755,-0.11,,
3.756,-0.07,,
3.757,-0.09,,
3.758,-0.03,,
3.759,-0.01,,
3.76,-0.03,,
3.761,0.01,,
3.762,0.04,,
3.763,0.12,,
3.764,0.15,,
3.765,0.16,,
3.766,0.15,,
3.767,0.09,,
3.768,0.03,,
3.769,-0.02,,
3.77,-0.03,,
3.771,-0.1,,
3.772,-0.12,,
3.773,-0.11,,
3.774,-0.08,,
3.775,-0.11,,
3.776,-0.11,,
3.777,-0.1,,
3.778,-0.05,,
3.779,0.11,,
3.78,0.17,,
3.781,0.2,,
3.782,0.11,,
3.783,0.01,,
3.784,-0.03,,
3.785,-0.04,,
3.786,0.07,,
3.787,0.05,,
3.788,0.11,,
3.789,0.03,,
3.79,0.08,,
3.791,0.16,,
3.792,0.22,,
3.793,0.21,,
3.794,0.16,,
3.795,0.12,,
3.796,0.04,,
3.797,-0.03,,
3.798,-0.04,,
3.799,-0.06,,
3.8,-0.09,,
3.801,-0.11,,
3.802,-0.13,,
3.803,-0.13,,
3.804,-0.13,,
3.805,-0.1,,
3.806,-0.08,,
3.807,-0.06,,
3.808,0.02,,
3.809,0.09,,
3.81,0.1,,
3.811,0.11,,
3.812,0.07,,
3.813,0.05,,
3.814,0.02,,
3.815,0.03,,
3.816,0.03,,
3.817,0.02,,
3.818,-0.02,,
3.819,-0.04,,
3.82,-0.04,,
3.821,-0.08,,
3.822,-0.09,,
3.823,-0.11,,
3.824,-0.13,,
3.825,-0.13,,
3.826,-0.13,,
3.827,-0.08,,
3.828,-0.03,,
3.829,0.03,,
3.83,0.03,,
3.831,0.06,,
3.832,0.05,,
3.833,0.06,,
3.834,0.09,,
3.835,0.07,,
3.836,0.04,,
3.837,0.04,,
3.838,0.03,,
3.839,0,,
3.84,-0.05,,
3.841,-0.08,,
3.842,-0.1,,
3.843,-0.13,,
3.844,-0.08,,
3.845,-0.1,,
3.846,-0.1,,
3.847,-0.03,,
3.848,-0.01,,
3.849,0,,
3.85,0.03,,
3.851,0.03,,
3.852,0.05,,
3.853,0.07,,
3.854,0.03,,
3.855,0.04,,
3.856,0.04,,
3.857,0.07,,
3.858,0.08,,
3.859,0.03,,
3.86,-0.01,,
3.861,-0.02,,
3.862,-0.06,,
3.863,-0.1,,
3.864,-0.09,,
3.865,-0.09,,
3.866,-0.06,,
3.867,-0.03,,
3.868,-0.01,,
3.869,0.04,,
3.87,0.08,,
3.871,0.07,,
3.872,0.11,,
3.873,0.11,,
3.874,0.1,,
3.875,0.08,,
3.876,0.04,,
3.877,0.04,,
3.878,0.03,,
3.879,0.03,,
3.88,0.01,,
3.881,-0.01,,
3.882,-0.05,,
3.883,-0.09,,
3.884,-0.11,,
3.885,-0.1,,
3.886,-0.07,,
3.887,-0.03,,
3.888,-0.02,,
3.889,0.01,,
3.89,0.04,,
3.891,0.06,,
3.892,0.05,,
3.893,0.09,,
3.894,0.07,,
3.895,0.07,,
3.896,0.08,,
3.897,0.09,,
3.898,0.05,,
3.899,0.01,,
3.9,0,,
3.901,-0.02,,
3.902,-0.03,,
3.903,-0.05,,
3.904,-0.09,,
3.905,-0.08,,
3.906,-0.08,,
3.907,-0.08,,
3.908,-0.06,,
3.909,-0.04,,
3.91,0,,
3.911,0.05,,
3.912,0.08,,
3.913,0.11,,
3.914,0.08,,
3.915,0.09,,
3.916,0.08,,
3.917,0.07,,
3.918,0.08,,
3.919,0.04,,
3.92,0.03,,
3.921,0.01,,
3.922,-0.02,,
3.923,-0.04,,
3.924,-0.09,,
3.925,-0.11,,
3.926,-0.13,,
3.927,-0.11,,
3.928,-0.05,,
3.929,-0.04,,
3.93,0,,
3.931,0.01,,
3.932,0.03,,
3.933,0.07,,
3.934,0.08,,
3.935,0.09,,
3.936,0.04,,
3.937,0.01,,
3.938,0.04,,
3.939,0.03,,
3.94,0.03,,
3.941,0.04,,
3.942,0,,
3.943,-0.06,,
3.944,-0.06,,
3.945,-0.09,,
3.946,-0.09,,
3.947,-0.1,,
3.948,-0.09,,
3.949,-0.04,,
3.95,0,,
3.951,0.03,,
3.952,0.06,,
3.953,0.08,,
3.954,0.09,,
3.955,0.08,,
3.956,0.09,,
3.957,0.08,,
3.958,0.05,,
3.959,0.03,,
3.96,0.03,,
3.961,0.04,,
3.962,0.01,,
3.963,-0.01,,
3.964,-0.06,,
3.965,-0.1,,
3.966,-0.1,,
3.967,-0.13,,
3.968,-0.12,,
3.969,-0.09,,
3.97,-0.04,,
3.971,-0.03,,
3.972,-0.02,,
3.973,0.03,,
3.974,0.04,,
3.975,0.07,,
3.976,0.08,,
3.977,0.08,,
3.978,0.11,,
3.979,0.1,,
3.98,0.11,,
3.981,0.09,,
3.982,0.05,,
3.983,0.02,,
3.984,-0.02,,
3.985,-0.08,,
3.986,-0.09,,
3.987,-0.11,,
3.988,-0.09,,
3.989,-0.05,,
3.99,-0.04,,
3.991,0,,
3.992,0,,
3.993,0.05,,
3.994,0.08,,
3.995,0.08,,
3.996,0.05,,
3.997,0.05,,
3.998,0.04,,
3.999,0.03,,
4,0.04,,
4.001,0.03,,
4.002,0.01,,
4.003,-0.01,,
4.004,-0.01,,
4.005,-0.04,,
4.006,-0.09,,
4.007,-0.12,,
4.008,-0.1,,
4.009,-0.11,,
4.01,-0.01,,
4.011,0,,
4.012,0.03,,
4.013,0.04,,
4.014,0.07,,
4.015,0.05,,
4.016,0.05,,
4.017,0.08,,
4.018,0.08,,
4.019,0.04,,
4.02,0.06,,
4.021,0.03,,
4.022,0.01,,
4.023,-0.01,,
4.024,-0.01,,
4.025,-0.05,,
4.026,-0.09,,
4.027,-0.11,,
4.028,-0.09,,
4.029,-0.1,,
4.03,-0.08,,
4.031,-0.04,,
