"Time[s]",Voltage[V],,
2.049,0,,
2.05,-0.04,,
2.051,-0.06,,
2.052,-0.08,,
2.053,-0.1,,
2.054,-0.1,,
2.055,-0.08,,
2.056,-0.07,,
2.057,-0.01,,
2.058,0,,
2.059,0.02,,
2.06,0,,
2.061,0,,
2.062,0.02,,
2.063,0.02,,
2.064,0.03,,
2.065,0.03,,
2.066,0.08,,
2.067,0.06,,
2.068,0.06,,
2.069,0.04,,
2.07,0,,
2.071,-0.05,,
2.072,-0.11,,
2.073,-0.11,,
2.074,-0.11,,
2.075,-0.09,,
2.076,-0.05,,
2.077,-0.06,,
2.078,-0.02,,
2.079,0.02,,
2.08,0.03,,
2.081,0.01,,
2.082,0.03,,
2.083,0.02,,
2.084,0.03,,
2.085,0.06,,
2.086,0.08,,
2.087,0.07,,
2.088,0.03,,
2.089,0.03,,
2.09,-0.02,,
2.091,-0.03,,
2.092,-0.05,,
2.093,-0.09,,
2.094,-0.1,,
2.095,-0.1,,
2.096,-0.1,,
2.097,-0.08,,
2.098,0.01,,
2.099,0.04,,
2.1,0.03,,
2.101,0.01,,
2.102,0.01,,
2.103,0.03,,
2.104,0.02,,
2.105,0.01,,
2.106,0.04,,
2.107,0.05,,
2.108,0.04,,
2.109,0.03,,
2.11,0.02,,
2.111,-0.06,,
2.112,-0.08,,
2.113,-0.09,,
2.114,-0.09,,
2.115,-0.05,,
2.116,-0.06,,
2.117,-0.05,,
2.118,-0.01,,
2.119,0,,
2.12,0.01,,
2.121,0.01,,
2.122,0.01,,
2.123,0,,
2.124,0.02,,
2.125,0.04,,
2.126,0.05,,
2.127,0.05,,
2.128,0.04,,
2.129,0.01,,
2.13,0,,
2.131,-0.01,,
2.132,-0.04,,
2.133,-0.05,,
2.134,-0.05,,
2.135,-0.06,,
2.136,-0.04,,
2.137,-0.06,,
2.138,-0.02,,
2.139,-0.01,,
2.14,0.01,,
2.141,0,,
2.142,-0.03,,
2.143,-0.04,,
2.144,-0.04,,
2.145,0.02,,
2.146,0.05,,
2.147,0.04,,
2.148,0.03,,
2.149,0.06,,
2.15,0.04,,
2.151,0.01,,
2.152,-0.01,,
2.153,-0.03,,
2.154,-0.07,,
2.155,-0.07,,
2.156,-0.06,,
2.157,-0.02,,
2.158,-0.03,,
2.159,-0.02,,
2.16,0,,
2.161,0.02,,
2.162,0.01,,
2.163,0.01,,
2.164,-0.01,,
2.165,0,,
2.166,-0.01,,
2.167,0,,
2.168,0.05,,
2.169,0.11,,
2.17,0.07,,
2.171,0.02,,
2.172,-0.02,,
2.173,-0.08,,
2.174,-0.11,,
2.175,-0.13,,
2.176,-0.11,,
2.177,-0.06,,
2.178,-0.03,,
2.179,0.01,,
2.18,0.05,,
2.181,0.06,,
2.182,-0.02,,
2.183,-0.12,,
2.184,-0.15,,
2.185,-0.1,,
2.186,-0.09,,
2.187,-0.05,,
2.188,-0.02,,
2.189,0.04,,
2.19,0.12,,
2.191,0.08,,
2.192,0.06,,
2.193,0.06,,
2.194,0.05,,
2.195,-0.03,,
2.196,-0.08,,
2.197,-0.07,,
2.198,-0.17,,
2.199,-0.21,,
2.2,-0.25,,
2.201,-0.25,,
2.202,-0.27,,
2.203,-0.33,,
2.204,-0.35,,
2.205,-0.27,,
2.206,-0.13,,
2.207,0.03,,
2.208,0.1,,
2.209,0.02,,
2.21,-0.04,,
2.211,-0.09,,
2.212,-0.07,,
2.213,0.09,,
2.214,0.14,,
2.215,-0.01,,
2.216,-0.17,,
2.217,-0.28,,
2.218,-0.19,,
2.219,-0.15,,
2.22,-0.14,,
2.221,-0.08,,
2.222,0.03,,
2.223,0,,
2.224,-0.01,,
2.225,-0.09,,
2.226,-0.03,,
2.227,0.37,,
2.228,0.6,,
2.229,0.46,,
2.23,0.29,,
2.231,0.07,,
2.232,-0.13,,
2.233,-0.33,,
2.234,-0.6,,
2.235,-0.89,,
2.236,-1,,
2.237,-0.89,,
2.238,-0.39,,
2.239,0.15,,
2.24,0.47,,
2.241,0.65,,
2.242,0.75,,
2.243,0.93,,
2.244,0.94,,
2.245,0.83,,
2.246,0.66,,
2.247,0.49,,
2.248,0.39,,
2.249,0.32,,
2.25,0.14,,
2.251,-0.06,,
2.252,-0.03,,
2.253,0.11,,
2.254,-0.12,,
2.255,-0.31,,
2.256,-0.21,,
2.257,0.09,,
2.258,0.21,,
2.259,0.35,,
2.26,0.49,,
2.261,0.43,,
2.262,0.32,,
2.263,0.21,,
2.264,0.09,,
2.265,-0.05,,
2.266,-0.24,,
2.267,-0.16,,
2.268,0,,
2.269,0.06,,
2.27,0,,
2.271,-0.06,,
2.272,0,,
2.273,0.05,,
2.274,-0.26,,
2.275,-0.49,,
2.276,-0.48,,
2.277,-0.5,,
2.278,-0.44,,
2.279,-0.27,,
2.28,-0.21,,
2.281,-0.24,,
2.282,-0.27,,
2.283,-0.12,,
2.284,0.02,,
2.285,0.06,,
2.286,-0.02,,
2.287,0.21,,
2.288,0.35,,
2.289,0.14,,
2.29,0.14,,
2.291,0.07,,
2.292,-0.32,,
2.293,-0.4,,
2.294,-0.34,,
2.295,-0.27,,
2.296,-0.16,,
2.297,-0.07,,
2.298,-0.07,,
2.299,-0.1,,
2.3,-0.36,,
2.301,-0.17,,
2.302,-0.26,,
2.303,-0.34,,
2.304,-0.05,,
2.305,0.22,,
2.306,0.22,,
2.307,0.18,,
2.308,0.11,,
2.309,0.06,,
2.31,0.11,,
2.311,0.27,,
2.312,0.3,,
2.313,0.22,,
2.314,0.04,,
2.315,-0.02,,
2.316,-0.06,,
2.317,-0.02,,
2.318,0.05,,
2.319,0.06,,
2.32,0.05,,
2.321,-0.14,,
2.322,-0.28,,
2.323,-0.27,,
2.324,-0.15,,
2.325,-0.1,,
2.326,0.04,,
2.327,-0.02,,
2.328,0,,
2.329,0.1,,
2.33,0.16,,
2.331,0.26,,
2.332,0.13,,
2.333,0.06,,
2.334,0.24,,
2.335,0.23,,
2.336,0.08,,
2.337,0.02,,
2.338,-0.22,,
2.339,-0.16,,
2.34,-0.04,,
2.341,0.04,,
2.342,0.06,,
2.343,0.14,,
2.344,-0.08,,
2.345,-0.27,,
2.346,-0.23,,
2.347,-0.19,,
2.348,-0.07,,
2.349,0.07,,
2.35,0.18,,
2.351,0.18,,
2.352,0.15,,
2.353,0.07,,
2.354,0.03,,
2.355,-0.01,,
2.356,-0.07,,
2.357,-0.08,,
2.358,-0.08,,
2.359,-0.09,,
2.36,-0.04,,
2.361,-0.09,,
2.362,-0.14,,
2.363,-0.14,,
2.364,-0.08,,
2.365,-0.04,,
2.366,-0.01,,
2.367,-0.01,,
2.368,-0.09,,
2.369,-0.08,,
2.37,-0.04,,
2.371,-0.02,,
2.372,0.14,,
2.373,0.21,,
2.374,0.15,,
2.375,0.03,,
2.376,-0.04,,
2.377,-0.07,,
2.378,-0.05,,
2.379,-0.08,,
2.38,-0.11,,
2.381,-0.17,,
2.382,-0.22,,
2.383,-0.26,,
2.384,-0.15,,
2.385,0.03,,
2.386,0.17,,
2.387,0.16,,
2.388,0.1,,
2.389,-0.01,,
2.39,-0.03,,
2.391,-0.01,,
2.392,-0.01,,
2.393,-0.03,,
2.394,-0.15,,
2.395,-0.22,,
2.396,-0.2,,
2.397,-0.23,,
2.398,-0.16,,
2.399,-0.02,,
2.4,0.16,,
2.401,0.17,,
2.402,0.08,,
2.403,-0.06,,
2.404,-0.11,,
2.405,-0.08,,
2.406,-0.07,,
2.407,-0.07,,
2.408,-0.05,,
2.409,-0.07,,
2.41,-0.06,,
2.411,0.02,,
2.412,0.08,,
2.413,0.11,,
2.414,0.09,,
2.415,0.06,,
2.416,0.04,,
2.417,0,,
2.418,-0.04,,
2.419,-0.09,,
2.42,-0.08,,
2.421,-0.08,,
2.422,-0.11,,
2.423,-0.1,,
2.424,-0.09,,
2.425,-0.05,,
2.426,-0.04,,
2.427,-0.04,,
2.428,-0.03,,
2.429,-0.03,,
2.43,0,,
2.431,-0.01,,
2.432,0.02,,
2.433,0.03,,
2.434,0.04,,
2.435,0.06,,
2.436,0.02,,
2.437,0.02,,
2.438,0.03,,
2.439,-0.02,,
2.44,-0.05,,
2.441,-0.08,,
2.442,-0.1,,
2.443,-0.09,,
2.444,-0.1,,
2.445,-0.07,,
2.446,-0.04,,
2.447,-0.04,,
2.448,0,,
2.449,0.02,,
2.45,0,,
2.451,0.02,,
2.452,0.01,,
2.453,0.01,,
2.454,0.02,,
2.455,0.05,,
2.456,0.05,,
2.457,0.05,,
2.458,0.06,,
2.459,0,,
2.46,-0.02,,
2.461,-0.06,,
2.462,-0.08,,
2.463,-0.1,,
2.464,-0.07,,
2.465,-0.08,,
2.466,-0.05,,
2.467,-0.04,,
2.468,-0.02,,
2.469,-0.02,,
2.47,-0.01,,
2.471,-0.02,,
2.472,-0.02,,
2.473,0,,
2.474,0.02,,
2.475,0.04,,
2.476,0.04,,
2.477,0.05,,
2.478,0.02,,
2.479,0.03,,
2.48,0,,
2.481,-0.03,,
2.482,-0.07,,
2.483,-0.07,,
2.484,-0.08,,
2.485,-0.07,,
2.486,-0.05,,
2.487,-0.06,,
2.488,-0.08,,
2.489,-0.03,,
2.49,-0.03,,
2.491,-0.02,,
2.492,0,,
2.493,0.03,,
2.494,0.06,,
2.495,0.11,,
2.496,0.18,,
2.497,0.19,,
2.498,0.14,,
2.499,0.08,,
2.5,0,,
2.501,-0.02,,
2.502,-0.08,,
2.503,-0.07,,
2.504,-0.08,,
2.505,-0.06,,
2.506,-0.06,,
2.507,-0.01,,
2.508,0,,
2.509,0.02,,
2.51,0.02,,
2.511,-0.01,,
2.512,0,,
2.513,0.01,,
2.514,-0.01,,
2.515,0.01,,
2.516,0.04,,
2.517,0.05,,
2.518,0.06,,
2.519,0.02,,
2.52,-0.02,,
2.521,-0.05,,
2.522,-0.11,,
2.523,-0.09,,
2.524,-0.08,,
2.525,-0.06,,
2.526,-0.05,,
2.527,-0.02,,
2.528,-0.03,,
2.529,-0.02,,
2.53,0,,
2.531,0.02,,
2.532,0,,
2.533,0.02,,
2.534,0.03,,
2.535,0.02,,
2.536,0.05,,
2.537,0.06,,
2.538,0.04,,
2.539,0.03,,
2.54,0,,
2.541,-0.03,,
2.542,-0.06,,
2.543,-0.1,,
2.544,-0.09,,
2.545,-0.09,,
2.546,-0.08,,
2.547,-0.07,,
2.548,-0.03,,
2.549,-0.03,,
2.55,-0.01,,
2.551,0,,
2.552,0.01,,
2.553,0,,
2.554,0.04,,
2.555,0.02,,
2.556,0.03,,
2.557,0.04,,
2.558,0.04,,
2.559,0.01,,
2.56,0.01,,
2.561,0,,
2.562,-0.02,,
2.563,-0.08,,
2.564,-0.08,,
2.565,-0.07,,
2.566,-0.08,,
2.567,-0.07,,
2.568,-0.04,,
2.569,0.02,,
2.57,0.02,,
2.571,0.03,,
2.572,0.03,,
2.573,0.04,,
2.574,0.05,,
2.575,0.04,,
2.576,0.02,,
2.577,0.02,,
2.578,0.05,,
2.579,0.05,,
2.58,0.02,,
2.581,0.02,,
2.582,0.01,,
2.583,-0.01,,
2.584,-0.03,,
2.585,-0.05,,
2.586,-0.05,,
2.587,-0.07,,
2.588,-0.05,,
2.589,0,,
2.59,0.01,,
2.591,0,,
2.592,0.02,,
2.593,0.01,,
2.594,0.01,,
2.595,0.07,,
2.596,0.06,,
2.597,0.05,,
2.598,0.06,,
2.599,0.07,,
2.6,0.04,,
2.601,0.01,,
2.602,0.01,,
2.603,-0.02,,
2.604,-0.06,,
2.605,-0.1,,
2.606,-0.09,,
2.607,-0.06,,
2.608,-0.05,,
2.609,-0.01,,
2.61,0.03,,
2.611,0,,
2.612,0.02,,
2.613,0.02,,
2.614,0.04,,
2.615,0.02,,
2.616,0.03,,
2.617,0.03,,
2.618,0.07,,
2.619,0.04,,
2.62,0.03,,
2.621,0.04,,
2.622,0,,
2.623,-0.01,,
2.624,-0.05,,
2.625,-0.05,,
2.626,-0.06,,
2.627,-0.05,,
2.628,-0.03,,
2.629,-0.01,,
2.63,0.04,,
2.631,0.02,,
2.632,0.05,,
2.633,0.06,,
2.634,0.05,,
2.635,0.06,,
2.636,0.06,,
2.637,0.04,,
2.638,0.03,,
2.639,0.03,,
2.64,0.02,,
2.641,0,,
2.642,0,,
2.643,0.01,,
2.644,-0.02,,
2.645,-0.02,,
2.646,-0.06,,
2.647,-0.06,,
2.648,-0.05,,
2.649,-0.04,,
2.65,-0.01,,
2.651,0,,
2.652,0.01,,
2.653,0.01,,
2.654,0.02,,
2.655,0.02,,
2.656,0.03,,
2.657,0.02,,
2.658,0.02,,
2.659,0.04,,
2.66,0.07,,
2.661,0.1,,
2.662,0.06,,
2.663,0,,
2.664,-0.01,,
2.665,-0.04,,
2.666,-0.1,,
2.667,-0.09,,
2.668,-0.09,,
2.669,-0.09,,
2.67,-0.03,,
2.671,0,,
2.672,0.05,,
2.673,0.09,,
2.674,0.1,,
2.675,0.11,,
2.676,0.08,,
2.677,0.02,,
2.678,0.01,,
2.679,0.04,,
2.68,0.02,,
2.681,0,,
2.682,0,,
2.683,-0.02,,
2.684,-0.05,,
2.685,-0.04,,
2.686,-0.06,,
2.687,-0.08,,
2.688,-0.06,,
2.689,-0.07,,
2.69,-0.06,,
2.691,-0.03,,
2.692,0,,
2.693,0.04,,
2.694,0.06,,
2.695,0.05,,
2.696,0.04,,
2.697,0.04,,
2.698,0.01,,
2.699,0.02,,
2.7,0.03,,
2.701,0.05,,
2.702,0.04,,
2.703,0.04,,
2.704,0,,
2.705,-0.02,,
2.706,-0.04,,
2.707,-0.07,,
2.708,-0.08,,
2.709,-0.08,,
2.71,-0.07,,
2.711,-0.05,,
2.712,-0.01,,
2.713,0.05,,
2.714,0.07,,
2.715,0.06,,
2.716,0.04,,
2.717,0.06,,
2.718,0.08,,
2.719,0.06,,
2.72,0.06,,
2.721,0.05,,
2.722,0.02,,
2.723,0,,
2.724,0,,
2.725,-0.05,,
2.726,-0.04,,
2.727,-0.1,,
2.728,-0.09,,
2.729,-0.09,,
2.73,-0.06,,
2.731,-0.06,,
2.732,0,,
2.733,0,,
2.734,0.03,,
2.735,0.05,,
2.736,0.03,,
2.737,0.01,,
2.738,0.03,,
2.739,0.05,,
2.74,0.03,,
2.741,0.05,,
2.742,0.06,,
2.743,0.04,,
2.744,0.01,,
2.745,0,,
2.746,-0.01,,
2.747,-0.04,,
2.748,-0.05,,
2.749,-0.05,,
2.75,-0.01,,
2.751,0,,
2.752,0,,
2.753,0.02,,
2.754,0,,
2.755,0,,
2.756,-0.04,,
2.757,-0.05,,
2.758,0,,
2.759,0.04,,
2.76,0.03,,
2.761,0.02,,
2.762,0.03,,
2.763,0.05,,
2.764,0.02,,
2.765,0,,
2.766,0.01,,
2.767,-0.02,,
2.768,-0.05,,
2.769,-0.04,,
2.77,-0.07,,
2.771,-0.07,,
2.772,-0.08,,
2.773,-0.06,,
2.774,-0.04,,
2.775,0.01,,
2.776,0.05,,
2.777,0.02,,
2.778,0.03,,
2.779,0.02,,
2.78,0.03,,
2.781,0.05,,
2.782,0.08,,
2.783,0.07,,
2.784,0.08,,
2.785,0.04,,
2.786,0,,
2.787,-0.05,,
2.788,-0.07,,
2.789,-0.07,,
2.79,-0.1,,
2.791,-0.09,,
2.792,-0.08,,
2.793,-0.05,,
2.794,-0.02,,
2.795,0.02,,
2.796,0.02,,
2.797,0.02,,
2.798,0.02,,
2.799,0.02,,
2.8,0.02,,
2.801,0.01,,
2.802,0.03,,
2.803,0.03,,
2.804,0.04,,
2.805,0.03,,
2.806,0.03,,
2.807,-0.03,,
2.808,-0.06,,
2.809,-0.07,,
2.81,-0.1,,
2.811,-0.1,,
2.812,-0.07,,
2.813,-0.04,,
2.814,-0.03,,
2.815,0,,
2.816,0.02,,
2.817,0.02,,
2.818,0.01,,
2.819,0.05,,
2.82,0.07,,
2.821,0.06,,
2.822,0.03,,
2.823,0.05,,
2.824,0.02,,
2.825,0.03,,
2.826,0.01,,
2.827,-0.02,,
2.828,-0.04,,
2.829,-0.07,,
2.83,-0.07,,
2.831,-0.06,,
2.832,-0.07,,
2.833,-0.07,,
2.834,-0.05,,
2.835,0,,
2.836,0.01,,
2.837,0.02,,
2.838,0.04,,
2.839,0.04,,
2.84,0.03,,
2.841,0.04,,
2.842,0.03,,
2.843,0.03,,
2.844,0.02,,
2.845,0.03,,
2.846,0.04,,
2.847,0.02,,
2.848,0.02,,
2.849,0.01,,
2.85,-0.02,,
2.851,-0.04,,
2.852,-0.07,,
2.853,-0.08,,
2.854,-0.11,,
2.855,-0.09,,
2.856,-0.05,,
2.857,-0.01,,
2.858,0.03,,
2.859,0.02,,
2.86,0.02,,
2.861,0.03,,
2.862,0.04,,
2.863,0.05,,
2.864,0.06,,
2.865,0.09,,
2.866,0.06,,
2.867,0,,
2.868,-0.01,,
2.869,-0.05,,
2.87,-0.05,,
2.871,-0.07,,
2.872,-0.08,,
2.873,-0.08,,
2.874,-0.08,,
2.875,-0.05,,
2.876,-0.03,,
2.877,0,,
2.878,0.02,,
2.879,0.03,,
2.88,0.05,,
2.881,0.03,,
2.882,0.03,,
2.883,0.03,,
2.884,0.05,,
2.885,0.03,,
2.886,0.03,,
2.887,0.01,,
2.888,0,,
2.889,0,,
2.89,-0.03,,
2.891,-0.08,,
2.892,-0.07,,
2.893,-0.1,,
2.894,-0.07,,
2.895,-0.07,,
2.896,-0.01,,
2.897,0,,
2.898,0.04,,
2.899,0.03,,
2.9,0.06,,
2.901,0.06,,
2.902,0.02,,
2.903,0.04,,
2.904,0.02,,
2.905,0.04,,
2.906,0.04,,
2.907,0.03,,
2.908,0.02,,
2.909,-0.01,,
2.91,-0.04,,
2.911,-0.07,,
2.912,-0.04,,
2.913,-0.05,,
2.914,-0.07,,
2.915,-0.06,,
2.916,-0.04,,
2.917,-0.02,,
2.918,0.01,,
2.919,0.01,,
2.92,0.03,,
2.921,0.04,,
2.922,0.02,,
2.923,0.01,,
2.924,0.03,,
2.925,0.03,,
2.926,0.04,,
2.927,0.03,,
2.928,0.02,,
2.929,-0.01,,
2.93,-0.03,,
2.931,-0.05,,
2.932,-0.08,,
2.933,-0.07,,
2.934,-0.09,,
2.935,-0.07,,
2.936,-0.04,,
2.937,0,,
2.938,0,,
2.939,0.01,,
2.94,0.01,,
2.941,0.03,,
2.942,0.03,,
2.943,0.03,,
2.944,0.05,,
2.945,0.06,,
2.946,0.07,,
2.947,0.08,,
2.948,0.06,,
2.949,0.02,,
2.95,-0.01,,
2.951,-0.05,,
2.952,-0.07,,
2.953,-0.07,,
2.954,-0.11,,
2.955,-0.1,,
2.956,-0.09,,
2.957,-0.05,,
2.958,0.01,,
2.959,0.04,,
2.96,0.05,,
2.961,0.04,,
2.962,0.02,,
2.963,0.05,,
2.964,0,,
2.965,0.04,,
2.966,0.04,,
2.967,0.03,,
2.968,0.07,,
2.969,0.01,,
2.97,0,,
2.971,-0.04,,
2.972,-0.05,,
2.973,-0.06,,
2.974,-0.05,,
2.975,-0.08,,
2.976,-0.08,,
2.977,-0.05,,
2.978,-0.01,,
2.979,0,,
2.98,0,,
2.981,0.01,,
2.982,0.01,,
2.983,0.02,,
2.984,0.02,,
2.985,0.02,,
2.986,0.02,,
2.987,0.03,,
2.988,0.02,,
2.989,0.07,,
2.99,0.04,,
2.991,0,,
2.992,-0.03,,
2.993,-0.07,,
2.994,-0.07,,
2.995,-0.04,,
2.996,-0.06,,
2.997,-0.07,,
2.998,-0.02,,
2.999,0,,
3,0.02,,
3.001,0.03,,
3.002,0.02,,
3.003,0.02,,
3.004,0.03,,
3.005,0.02,,
3.006,0.04,,
3.007,0.04,,
3.008,0.03,,
3.009,0.01,,
3.01,-0.01,,
3.011,-0.02,,
3.012,-0.03,,
3.013,-0.03,,
3.014,-0.08,,
3.015,-0.07,,
3.016,-0.06,,
3.017,-0.07,,
3.018,-0.05,,
3.019,0.01,,
3.02,0.02,,
3.021,0.02,,
3.022,0.04,,
3.023,0.06,,
3.024,0.04,,
3.025,0.04,,
3.026,0.04,,
3.027,0.08,,
3.028,0.05,,
3.029,0.05,,
3.03,0.04,,
3.031,-0.01,,
3.032,-0.06,,
3.033,-0.08,,
3.034,-0.07,,
3.035,-0.07,,
3.036,-0.12,,
3.037,-0.12,,
3.038,-0.08,,
3.039,0.02,,
3.04,0.08,,
3.041,0.08,,
3.042,0.07,,
3.043,0,,
3.044,-0.06,,
3.045,-0.06,,
3.046,-0.07,,
3.047,-0.11,,
3.048,-0.06,,
3.049,0.01,,
3.05,0.07,,
3.051,0,,
3.052,-0.11,,
3.053,-0.11,,
3.054,-0.12,,
3.055,-0.11,,
3.056,-0.03,,
3.057,0.03,,
3.058,0.02,,
3.059,-0.07,,
3.06,-0.12,,
3.061,-0.19,,
3.062,-0.32,,
3.063,-0.47,,
3.064,-0.23,,
3.065,0.04,,
3.066,0.23,,
3.067,0.22,,
3.068,0.13,,
3.069,-0.05,,
3.07,-0.09,,
3.071,-0.21,,
3.072,-0.5,,
3.073,-0.56,,
3.074,-0.48,,
3.075,-0.47,,
3.076,-0.17,,
3.077,0.18,,
3.078,0.17,,
3.079,0.04,,
3.08,-0.08,,
3.081,-0.15,,
3.082,0.23,,
3.083,0.4,,
3.084,0.32,,
3.085,-0.13,,
3.086,-0.34,,
3.087,-0.1,,
3.088,0.11,,
3.089,0.16,,
3.09,0.18,,
3.091,-0.01,,
3.092,-0.22,,
3.093,-0.44,,
3.094,-0.38,,
3.095,-0.02,,
3.096,0.39,,
3.097,0.59,,
3.098,0.52,,
3.099,0.21,,
3.1,-0.02,,
3.101,0.14,,
3.102,0.27,,
3.103,0.44,,
3.104,0.24,,
3.105,0.08,,
3.106,0.22,,
3.107,0.3,,
3.108,0.43,,
3.109,0.19,,
3.11,0.16,,
3.111,0.31,,
3.112,0.3,,
3.113,0.18,,
3.114,0.18,,
3.115,0.31,,
3.116,-0.08,,
3.117,-0.07,,
3.118,0.33,,
3.119,0.51,,
3.12,0.2,,
3.121,-0.23,,
3.122,-0.36,,
3.123,-0.26,,
3.124,-0.07,,
3.125,0.01,,
3.126,-0.1,,
3.127,-0.21,,
3.128,-0.18,,
3.129,-0.14,,
3.13,-0.06,,
3.131,0.08,,
3.132,0.2,,
3.133,0.24,,
3.134,0.12,,
3.135,-0.13,,
3.136,-0.29,,
3.137,-0.25,,
3.138,-0.16,,
3.139,-0.13,,
3.14,0.04,,
3.141,0.19,,
3.142,0.32,,
3.143,0.17,,
3.144,0,,
3.145,-0.13,,
3.146,-0.15,,
3.147,-0.18,,
3.148,-0.06,,
3.149,0.06,,
3.15,0.26,,
3.151,0.07,,
3.152,-0.26,,
3.153,-0.19,,
3.154,-0.35,,
3.155,-0.3,,
3.156,-0.11,,
3.157,-0.02,,
3.158,0.1,,
3.159,-0.12,,
3.16,-0.38,,
3.161,-0.43,,
3.162,-0.32,,
3.163,-0.07,,
3.164,-0.47,,
3.165,-0.59,,
3.166,-0.2,,
3.167,0.15,,
3.168,0.28,,
3.169,0.2,,
3.17,0.28,,
3.171,0.3,,
3.172,0.38,,
3.173,0.37,,
3.174,0.32,,
3.175,0.32,,
3.176,0.21,,
3.177,0.02,,
3.178,-0.07,,
3.179,-0.09,,
3.18,-0.13,,
3.181,-0.12,,
3.182,-0.13,,
3.183,-0.04,,
3.184,-0.01,,
3.185,-0.05,,
3.186,-0.03,,
3.187,-0.15,,
3.188,-0.01,,
3.189,-0.04,,
3.19,-0.14,,
3.191,-0.01,,
3.192,0.32,,
3.193,0.17,,
3.194,-0.18,,
3.195,-0.28,,
3.196,-0.17,,
3.197,-0.11,,
3.198,-0.06,,
3.199,-0.06,,
3.2,-0.13,,
3.201,-0.18,,
3.202,-0.05,,
3.203,0.17,,
3.204,0.16,,
3.205,0.02,,
3.206,-0.02,,
3.207,-0.09,,
3.208,-0.04,,
3.209,-0.05,,
3.21,-0.02,,
3.211,0.02,,
3.212,0.01,,
3.213,-0.03,,
3.214,-0.05,,
3.215,-0.05,,
3.216,0.07,,
3.217,-0.07,,
3.218,-0.04,,
3.219,0.04,,
3.22,0.02,,
3.221,0,,
3.222,-0.01,,
3.223,-0.14,,
3.224,-0.16,,
3.225,-0.07,,
3.226,-0.01,,
3.227,-0.11,,
3.228,-0.02,,
3.229,0.02,,
3.23,0.07,,
3.231,0.07,,
3.232,0.02,,
3.233,0.02,,
3.234,-0.01,,
3.235,-0.08,,
3.236,-0.11,,
3.237,-0.16,,
3.238,-0.14,,
3.239,-0.12,,
3.24,-0.06,,
3.241,0,,
3.242,0.02,,
3.243,0.02,,
3.244,-0.03,,
3.245,-0.02,,
3.246,0,,
3.247,-0.01,,
3.248,-0.03,,
3.249,0.02,,
3.25,0.1,,
3.251,0.15,,
3.252,0.1,,
3.253,0.06,,
3.254,0,,
3.255,0.03,,
3.256,-0.04,,
3.257,-0.12,,
3.258,-0.21,,
3.259,-0.27,,
3.26,-0.24,,
3.261,-0.22,,
3.262,-0.14,,
3.263,-0.06,,
3.264,-0.02,,
3.265,0.04,,
3.266,0.06,,
3.267,0.06,,
3.268,0.1,,
3.269,0.12,,
3.27,0.14,,
3.271,0.19,,
3.272,0.16,,
3.273,0.05,,
3.274,0.03,,
3.275,0.01,,
3.276,0,,
3.277,-0.01,,
3.278,-0.02,,
3.279,-0.06,,
3.28,-0.09,,
3.281,-0.08,,
3.282,-0.08,,
3.283,-0.06,,
3.284,-0.08,,
3.285,-0.06,,
3.286,-0.04,,
3.287,-0.03,,
3.288,-0.02,,
3.289,0.04,,
3.29,0.05,,
3.291,0.04,,
3.292,0,,
3.293,0.01,,
3.294,0,,
3.295,0.03,,
3.296,0,,
3.297,-0.01,,
3.298,-0.02,,
3.299,-0.04,,
3.3,-0.07,,
3.301,-0.1,,
3.302,-0.1,,
3.303,-0.08,,
3.304,-0.07,,
3.305,-0.03,,
3.306,-0.04,,
3.307,0,,
3.308,0.02,,
3.309,0.01,,
3.31,0.01,,
3.311,0,,
3.312,0,,
3.313,0.02,,
3.314,0.02,,
3.315,0.02,,
3.316,0.02,,
3.317,0,,
3.318,0,,
3.319,-0.06,,
3.32,-0.07,,
3.321,-0.11,,
3.322,-0.1,,
3.323,-0.08,,
3.324,-0.09,,
3.325,-0.05,,
3.326,-0.03,,
3.327,0,,
3.328,0.04,,
3.329,0.04,,
3.33,0.03,,
3.331,0.03,,
3.332,0.03,,
3.333,0.02,,
3.334,0.04,,
3.335,0.05,,
3.336,0.02,,
3.337,0.02,,
3.338,-0.01,,
3.339,0,,
3.34,-0.06,,
3.341,-0.08,,
3.342,-0.1,,
3.343,-0.11,,
3.344,-0.1,,
3.345,-0.08,,
3.346,-0.06,,
3.347,-0.01,,
3.348,0,,
3.349,0.02,,
3.35,0.02,,
3.351,0,,
3.352,0.02,,
3.353,-0.01,,
3.354,-0.01,,
3.355,-0.02,,
3.356,0,,
3.357,0.01,,
3.358,0.02,,
3.359,0.06,,
3.36,0.05,,
3.361,0.02,,
3.362,0.02,,
3.363,0,,
3.364,-0.01,,
3.365,-0.01,,
3.366,-0.01,,
3.367,0,,
3.368,0,,
3.369,0.02,,
3.37,0.01,,
3.371,0.01,,
3.372,0.03,,
3.373,0.03,,
3.374,0.01,,
3.375,0.03,,
3.376,0.05,,
3.377,0.03,,
3.378,0.03,,
3.379,0.01,,
3.38,-0.01,,
3.381,-0.06,,
3.382,-0.1,,
3.383,-0.1,,
3.384,-0.11,,
3.385,-0.09,,
3.386,-0.06,,
3.387,-0.04,,
3.388,0,,
3.389,0.01,,
3.39,0.01,,
3.391,0.02,,
3.392,0.01,,
3.393,0.03,,
3.394,0.03,,
3.395,0.02,,
3.396,0.04,,
3.397,0.05,,
3.398,0.07,,
3.399,0.07,,
3.4,0.04,,
3.401,0,,
3.402,0,,
3.403,-0.08,,
